	CARD Sequence ID	RGI v5.2.1 with v3.2.4 symbol	RGI v5.2.1 with v3.2.4 accession	RGI v5.2.1 with v3.2.4 drug class	AMRFinderPlus v3.10.40 with 2022-08-09.1 symbol	AMRFinderPlus v3.10.40 with 2022-08-09.1 accession	AMRFinderPlus v3.10.40 with 2022-08-09.1 drug class	NCBI Family
645	OXA-645	OXA-645	WP_140423314.1	carbapenem/cephalosporin/penam	OXA-645	WP_140423314.1	beta-lactam	OXA-211 family carbapenem-hydrolyzing class D beta-lactamase
646	OXA-650	OXA-650	WP_140423317.1	carbapenem/cephalosporin/penam	OXA-650	WP_140423317.1	beta-lactam	OXA-211 family carbapenem-hydrolyzing class D beta-lactamase
647	OXA-651	OXA-651	WP_058870660.1	carbapenem/cephalosporin/penam	OXA-651	WP_058870660.1	carbapenem	OXA-211 family carbapenem-hydrolyzing class D beta-lactamase
648	OXA-652	OXA-652	WP_058951457.1	carbapenem/cephalosporin/penam	OXA-652	WP_058951457.1	carbapenem	OXA-211 family carbapenem-hydrolyzing class D beta-lactamase
649	OXA-654	OXA-654	WP_109791216.1	carbapenem/cephalosporin/penam	OXA-654	WP_109791216.1	carbapenem	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
650	OXA-655	OXA-655	WP_122630842.1	carbapenem/cephalosporin/penam	OXA-655	WP_122630842.1	beta-lactam	OXA-10 family class D beta-lactamase
651	OXA-656	OXA-656	WP_122630843.1	carbapenem/cephalosporin/penam	OXA-656	WP_122630843.1	beta-lactam	OXA-10 family class D beta-lactamase
652	OXA-657	OXA-657	WP_111672907.1	carbapenem/cephalosporin/penam	OXA-657	WP_111672907.1	carbapenem	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase
653	OXA-658	OXA-658	WP_070210118.1	carbapenem/cephalosporin/penam	OXA-658	WP_070210118.1	beta-lactam	OXA-184 family class D beta-lactamase
654	OXA-659	OXA-659	WP_114699276.1	carbapenem/cephalosporin/penam	OXA-659	WP_114699276.1	beta-lactam	OXA-61 family class D beta-lactamase
655	OXA-660	OXA-660	WP_114699279.1	carbapenem/cephalosporin/penam	OXA-660	WP_114699279.1	beta-lactam	OXA-61 family class D beta-lactamase
656	OXA-661	OXA-661	WP_114699273.1	carbapenem/cephalosporin/penam	OXA-661	WP_114699273.1	beta-lactam	OXA-266 family class D beta-lactamase
657	OXA-662	OXA-662	WP_114699274.1	carbapenem/cephalosporin/penam	OXA-662	WP_114699274.1	carbapenem	OXA-211 family carbapenem-hydrolyzing class D beta-lactamase
658	OXA-666	OXA-666	WP_092689909.1	carbapenem/cephalosporin/penam	OXA-666	WP_092689909.1	beta-lactam	class D beta-lactamase
659	OXA-667	OXA-667	WP_096735335.1	carbapenem/cephalosporin/penam	OXA-667	WP_096735335.1	carbapenem	OXA-274 family carbapenem-hydrolyzing class D beta-lactamase
660	OXA-669	OXA-669	WP_056517622.1	carbapenem/cephalosporin/penam	OXA-669	WP_056517622.1	carbapenem	OXA-274 family carbapenem-hydrolyzing class D beta-lactamase
661	OXA-670	OXA-670	WP_016651348.1	carbapenem/cephalosporin/penam	OXA-670	WP_016651348.1	carbapenem	OXA-286 family carbapenem-hydrolyzing class D beta-lactamase
662	OXA-674	OXA-674	WP_081406929.1	carbapenem/cephalosporin/penam	OXA-674	WP_081406929.1	carbapenem	OXA-286 family carbapenem-hydrolyzing class D beta-lactamase
663	OXA-675	OXA-675	WP_122630857.1	carbapenem/cephalosporin/penam	OXA-675	WP_122630857.1	beta-lactam	OXA-1 family class D beta-lactamase
664	OXA-676	OXA-676	WP_122630858.1	carbapenem/cephalosporin/penam	OXA-676	WP_122630858.1	cephalosporin	OXA-10 family extended-spectrum class D beta-lactamase
665	OXA-677	OXA-677	WP_122630859.1	carbapenem/cephalosporin/penam	OXA-677	WP_122630859.1	beta-lactam	OXA-10 family class D beta-lactamase
666	OXA-678	OXA-678	WP_122630860.1	carbapenem/cephalosporin/penam	OXA-678	WP_122630860.1	beta-lactam	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
667	OXA-679	OXA-679	WP_122634439.1	carbapenem/cephalosporin/penam	OXA-679	WP_122634439.1	carbapenem	OXA-679 family carbapenem-hydrolyzing class D beta-lactamase
668	OXA-680	OXA-680	WP_122630864.1	carbapenem/cephalosporin/penam	OXA-680	WP_122630864.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
669	OXA-682	OXA-682	WP_122630884.1	carbapenem/cephalosporin/penam	OXA-682	WP_122630884.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
670	OXA-683	OXA-683	WP_122630885.1	carbapenem/cephalosporin/penam	OXA-683	WP_122630885.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
671	OXA-684	OXA-684	WP_122630886.1	carbapenem/cephalosporin/penam	OXA-684	WP_122630886.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
672	OXA-685	OXA-685	WP_122630887.1	carbapenem/cephalosporin/penam	OXA-685	WP_122630887.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
673	OXA-686	OXA-686	WP_122630888.1	carbapenem/cephalosporin/penam	OXA-686	WP_122630888.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
674	OXA-687	OXA-687	WP_122630889.1	carbapenem/cephalosporin/penam	OXA-687	WP_122630889.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
675	OXA-688	OXA-688	WP_122630890.1	carbapenem/cephalosporin/penam	OXA-688	WP_122630890.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
676	OXA-689	OXA-689	WP_122630891.1	carbapenem/cephalosporin/penam	OXA-689	WP_122630891.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
677	OXA-690	OXA-690	WP_122630892.1	carbapenem/cephalosporin/penam	OXA-690	WP_122630892.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
678	OXA-691	OXA-691	WP_122630893.1	carbapenem/cephalosporin/penam	OXA-691	WP_122630893.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
679	OXA-692	OXA-692	WP_122630894.1	carbapenem/cephalosporin/penam	OXA-692	WP_122630894.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
680	OXA-693	OXA-693	WP_122630895.1	carbapenem/cephalosporin/penam	OXA-693	WP_122630895.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
681	OXA-694	OXA-694	WP_122630896.1	carbapenem/cephalosporin/penam	OXA-694	WP_122630896.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
682	OXA-695	OXA-695	WP_122630897.1	carbapenem/cephalosporin/penam	OXA-695	WP_122630897.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
683	OXA-696	OXA-696	WP_122630898.1	carbapenem/cephalosporin/penam	OXA-696	WP_122630898.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
684	OXA-697	OXA-697	WP_122630899.1	carbapenem/cephalosporin/penam	OXA-697	WP_122630899.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
685	OXA-698	OXA-698	WP_122630900.1	carbapenem/cephalosporin/penam	OXA-698	WP_122630900.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
686	OXA-699	OXA-699	WP_122630901.1	carbapenem/cephalosporin/penam	OXA-699	WP_122630901.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
687	OXA-700	OXA-700	WP_122630902.1	carbapenem/cephalosporin/penam	OXA-700	WP_122630902.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
688	OXA-701	OXA-701	WP_122630903.1	carbapenem/cephalosporin/penam	OXA-701	WP_122630903.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
689	OXA-702	OXA-702	WP_122630904.1	carbapenem/cephalosporin/penam	OXA-702	WP_122630904.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
690	OXA-703	OXA-703	WP_122630905.1	carbapenem/cephalosporin/penam	OXA-703	WP_122630905.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
691	OXA-704	OXA-704	WP_122630906.1	carbapenem/cephalosporin/penam	OXA-704	WP_122630906.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
692	OXA-705	OXA-705	WP_122630907.1	carbapenem/cephalosporin/penam	OXA-705	WP_122630907.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
693	OXA-706	OXA-706	WP_122630908.1	carbapenem/cephalosporin/penam	OXA-706	WP_122630908.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
694	OXA-707	OXA-707	WP_122630909.1	carbapenem/cephalosporin/penam	OXA-707	WP_122630909.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
695	OXA-708	OXA-708	WP_122630916.1	carbapenem/cephalosporin/penam	OXA-708	WP_122630916.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
696	OXA-709	OXA-709	WP_122630917.1	carbapenem/cephalosporin/penam	OXA-709	WP_122630917.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
697	OXA-710	OXA-710	WP_122630918.1	carbapenem/cephalosporin/penam	OXA-710	WP_122630918.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
698	OXA-711	OXA-711	WP_122630919.1	carbapenem/cephalosporin/penam	OXA-711	WP_122630919.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
699	OXA-712	OXA-712	WP_122630920.1	carbapenem/cephalosporin/penam	OXA-712	WP_122630920.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
700	OXA-713	OXA-713	WP_122630921.1	carbapenem/cephalosporin/penam	OXA-713	WP_122630921.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
701	OXA-714	OXA-714	WP_122630922.1	carbapenem/cephalosporin/penam	OXA-714	WP_122630922.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
702	OXA-715	OXA-715	WP_016685888.1	carbapenem/cephalosporin/penam	OXA-715	WP_016685888.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
703	OXA-716	OXA-716	WP_031998610.1	carbapenem/cephalosporin/penam	OXA-716	WP_031998610.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
704	OXA-717	OXA-717	WP_032018141.1	carbapenem/cephalosporin/penam	OXA-717	WP_032018141.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
705	OXA-718	OXA-718	WP_122630910.1	carbapenem/cephalosporin/penam	OXA-718	WP_122630910.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
706	OXA-719	OXA-719	WP_122630911.1	carbapenem/cephalosporin/penam	OXA-719	WP_122630911.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
707	OXA-720	OXA-720	WP_122630912.1	carbapenem/cephalosporin/penam	OXA-720	WP_122630912.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
708	OXA-721	OXA-721	WP_122630913.1	carbapenem/cephalosporin/penam	OXA-721	WP_122630913.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
709	OXA-722	OXA-722	WP_122630914.1	carbapenem/cephalosporin/penam	OXA-722	WP_122630914.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
710	OXA-723	OXA-723	WP_122630915.1	carbapenem/cephalosporin/penam	OXA-723	WP_122630915.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
711	OXA-726	OXA-726	WP_101150415.1	carbapenem/cephalosporin/penam	OXA-726	WP_101150415.1	beta-lactam	OXA-12 family class D beta-lactamase
712	OXA-727	OXA-727	WP_114272532.1	carbapenem/cephalosporin/penam	OXA-727	WP_114272532.1	beta-lactam	OXA-727 family class D beta-lactamase
713	OXA-728	OXA-728	WP_116786835.1	carbapenem/cephalosporin/penam	OXA-728	WP_116786835.1	beta-lactam	OXA-727 family class D beta-lactamase
714	OXA-729	OXA-729	WP_114699266.1	carbapenem/cephalosporin/penam	OXA-729	WP_114699266.1	beta-lactam	OXA-55 family carbapenem-hydrolyzing class D beta-lactamase
715	OXA-730	OXA-730	WP_116786836.1	carbapenem/cephalosporin/penam	OXA-730	WP_116786836.1	carbapenem	OXA-679 family carbapenem-hydrolyzing class D beta-lactamase
716	OXA-731	OXA-731	WP_116786833.1	carbapenem/cephalosporin/penam	OXA-731	WP_116786833.1	beta-lactam	OXA-48 family class D beta-lactamase
717	OXA-732	OXA-732	WP_072678505.1	carbapenem/cephalosporin/penam	OXA-732	WP_072678505.1	beta-lactam	class D beta-lactamase
718	OXA-733	OXA-733	WP_122630844.1	carbapenem/cephalosporin/penam	OXA-733	WP_122630844.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
719	OXA-734	OXA-734	WP_122630853.1	carbapenem/cephalosporin/penam	OXA-734	WP_122630853.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
720	OXA-735	OXA-735	WP_122630854.1	carbapenem/cephalosporin/penam	OXA-735	WP_122630854.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
721	OXA-736	OXA-736	WP_122630855.1	carbapenem/cephalosporin/penam	OXA-736	WP_122630855.1	cephalosporin	OXA-10 family extended-spectrum class D beta-lactamase
722	OXA-738	OXA-738	WP_128268238.1	carbapenem/cephalosporin/penam	OXA-738	WP_128268238.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
723	OXA-739	OXA-739	WP_114225343.1	carbapenem/cephalosporin/penam	OXA-739	WP_114225343.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
724	OXA-740	OXA-740	WP_128268239.1	carbapenem/cephalosporin/penam	OXA-740	WP_128268239.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
725	OXA-741	OXA-741	WP_128268240.1	carbapenem/cephalosporin/penam	OXA-741	WP_128268240.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
726	OXA-742	OXA-742	WP_128268241.1	carbapenem/cephalosporin/penam	OXA-742	WP_128268241.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
727	OXA-743	OXA-743	WP_128268242.1	carbapenem/cephalosporin/penam	OXA-743	WP_128268242.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
728	OXA-744	OXA-744	WP_128268243.1	carbapenem/cephalosporin/penam	OXA-744	WP_128268243.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
729	OXA-745	OXA-745	WP_128268244.1	carbapenem/cephalosporin/penam	OXA-745	WP_128268244.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
730	OXA-746	OXA-746	WP_128268245.1	carbapenem/cephalosporin/penam	OXA-746	WP_128268245.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
731	OXA-747	OXA-747	WP_128268246.1	carbapenem/cephalosporin/penam	OXA-747	WP_128268246.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
732	OXA-748	OXA-748	WP_128268247.1	carbapenem/cephalosporin/penam	OXA-748	WP_128268247.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
733	OXA-749	OXA-749	WP_128268248.1	carbapenem/cephalosporin/penam	OXA-749	WP_128268248.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
734	OXA-750	OXA-750	WP_128268249.1	carbapenem/cephalosporin/penam	OXA-750	WP_128268249.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
735	OXA-751	OXA-751	WP_128268250.1	carbapenem/cephalosporin/penam	OXA-751	WP_128268250.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
736	OXA-752	OXA-752	WP_128268251.1	carbapenem/cephalosporin/penam	OXA-752	WP_128268251.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
737	OXA-753	OXA-753	WP_128268252.1	carbapenem/cephalosporin/penam	OXA-753	WP_128268252.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
738	OXA-754	OXA-754	WP_128268253.1	carbapenem/cephalosporin/penam	OXA-754	WP_128268253.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
739	OXA-755	OXA-755	WP_128268254.1	carbapenem/cephalosporin/penam	OXA-755	WP_128268254.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
740	OXA-756	OXA-756	WP_128268255.1	carbapenem/cephalosporin/penam	OXA-756	WP_128268255.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
741	OXA-757	OXA-757	WP_128268256.1	carbapenem/cephalosporin/penam	OXA-757	WP_128268256.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
742	OXA-758	OXA-758	WP_128268257.1	carbapenem/cephalosporin/penam	OXA-758	WP_128268257.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
743	OXA-759	OXA-759	WP_128268258.1	carbapenem/cephalosporin/penam	OXA-759	WP_128268258.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
744	OXA-760	OXA-760	WP_128268259.1	carbapenem/cephalosporin/penam	OXA-760	WP_128268259.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
745	OXA-761	OXA-761	WP_128268260.1	carbapenem/cephalosporin/penam	OXA-761	WP_128268260.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
746	OXA-762	OXA-762	WP_128268261.1	carbapenem/cephalosporin/penam	OXA-762	WP_128268261.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
747	OXA-763	OXA-763	WP_128268262.1	carbapenem/cephalosporin/penam	OXA-763	WP_128268262.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
748	OXA-764	OXA-764	WP_128268263.1	carbapenem/cephalosporin/penam	OXA-764	WP_128268263.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
749	OXA-765	OXA-765	WP_128268264.1	carbapenem/cephalosporin/penam	OXA-765	WP_128268264.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
750	OXA-766	OXA-766	WP_128268265.1	carbapenem/cephalosporin/penam	OXA-766	WP_128268265.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
751	OXA-767	OXA-767	WP_128268266.1	carbapenem/cephalosporin/penam	OXA-767	WP_128268266.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
752	OXA-768	OXA-768	WP_128268267.1	carbapenem/cephalosporin/penam	OXA-768	WP_128268267.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
753	OXA-769	OXA-769	WP_128268268.1	carbapenem/cephalosporin/penam	OXA-769	WP_128268268.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
754	OXA-770	OXA-770	WP_128268269.1	carbapenem/cephalosporin/penam	OXA-770	WP_128268269.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
755	OXA-771	OXA-771	WP_128268270.1	carbapenem/cephalosporin/penam	OXA-771	WP_128268270.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
756	OXA-772	OXA-772	WP_128268271.1	carbapenem/cephalosporin/penam	OXA-772	WP_128268271.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
757	OXA-773	OXA-773	WP_128268272.1	carbapenem/cephalosporin/penam	OXA-773	WP_128268272.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
758	OXA-774	OXA-774	WP_128268273.1	carbapenem/cephalosporin/penam	OXA-774	WP_128268273.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
759	OXA-775	OXA-775	WP_128268274.1	carbapenem/cephalosporin/penam	OXA-775	WP_128268274.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
760	OXA-776	OXA-776	WP_128268275.1	carbapenem/cephalosporin/penam	OXA-776	WP_128268275.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
761	OXA-777	OXA-777	WP_122630923.1	carbapenem/cephalosporin/penam	OXA-777	WP_122630923.1	beta-lactam	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
762	OXA-778	OXA-778	WP_122630924.1	carbapenem/cephalosporin/penam	OXA-778	WP_122630924.1	beta-lactam	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
763	OXA-780	OXA-780	WP_049637206.1	carbapenem/cephalosporin/penam	OXA-780	WP_049637206.1	beta-lactam	class D beta-lactamase
764	OXA-781	OXA-781	WP_128268276.1	carbapenem/cephalosporin/penam	OXA-781	WP_128268276.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
765	OXA-782	OXA-782	WP_128268277.1	carbapenem/cephalosporin/penam	OXA-782	WP_128268277.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
766	OXA-783	OXA-783	WP_128268278.1	carbapenem/cephalosporin/penam	OXA-783	WP_128268278.1	beta-lactam	OXA-184 family class D beta-lactamase
767	OXA-784	OXA-784	WP_065980086.1	carbapenem/cephalosporin/penam	OXA-784	WP_065980086.1	beta-lactam	OXA-61 family class D beta-lactamase
768	OXA-785	OXA-785	WP_126205827.1	carbapenem/cephalosporin/penam	OXA-785	WP_126205827.1	beta-lactam	OXA-184 family class D beta-lactamase
769	OXA-786	OXA-786	WP_128268279.1	carbapenem/cephalosporin/penam	OXA-786	WP_128268279.1	beta-lactam	OXA-61 family class D beta-lactamase
770	OXA-787	OXA-787	WP_136512083.1	carbapenem/cephalosporin/penam	OXA-787	WP_136512083.1	beta-lactam	OXA-364 family class D beta-lactamase
771	OXA-788	OXA-788	WP_136512084.1	carbapenem/cephalosporin/penam	OXA-788	WP_136512084.1	beta-lactam	OXA-48 family class D beta-lactamase
772	OXA-789	OXA-789	WP_054500785.1	carbapenem/cephalosporin/penam	OXA-789	WP_054500785.1	beta-lactam	OXA-364 family class D beta-lactamase
773	OXA-793	OXA-793	WP_136512085.1	carbapenem/cephalosporin/penam	OXA-793	WP_136512085.1	beta-lactam	OXA-48 family class D beta-lactamase
774	OXA-794	OXA-794	WP_136512086.1	carbapenem/cephalosporin/penam	OXA-794	WP_136512086.1	beta-lactam	OXA-10 family class D beta-lactamase
775	OXA-795	OXA-795	WP_136512087.1	carbapenem/cephalosporin/penam	OXA-795	WP_136512087.1	beta-lactam	OXA-10 family class D beta-lactamase
776	OXA-796	OXA-796	WP_110612827.1	carbapenem/cephalosporin/penam	OXA-796	WP_110612827.1	beta-lactam	OXA-1 family class D beta-lactamase
777	OXA-797	OXA-797	WP_136512088.1	carbapenem/cephalosporin/penam	OXA-797	WP_136512088.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
778	OXA-798	OXA-798	WP_136512089.1	carbapenem/cephalosporin/penam	OXA-798	WP_136512089.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
779	OXA-799	OXA-799	WP_136512090.1	carbapenem/cephalosporin/penam	OXA-799	WP_136512090.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
780	OXA-800	OXA-800	WP_136512091.1	carbapenem/cephalosporin/penam	OXA-800	WP_136512091.1	beta-lactam	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
781	OXA-801	OXA-801	WP_136512092.1	carbapenem/cephalosporin/penam	OXA-801	WP_136512092.1	beta-lactam	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
782	OXA-802	OXA-802	WP_136512093.1	carbapenem/cephalosporin/penam	OXA-802	WP_136512093.1	beta-lactam	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
783	OXA-803	OXA-803	WP_136512094.1	carbapenem/cephalosporin/penam	OXA-803	WP_136512094.1	beta-lactam	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
784	OXA-804	OXA-804	WP_136512095.1	carbapenem/cephalosporin/penam	OXA-804	WP_136512095.1	beta-lactam	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
785	OXA-805	OXA-805	WP_136512096.1	carbapenem/cephalosporin/penam	OXA-805	WP_136512096.1	beta-lactam	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
786	OXA-806	OXA-806	WP_136512097.1	carbapenem/cephalosporin/penam	OXA-806	WP_136512097.1	carbapenem	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase
787	OXA-807	OXA-807	WP_136512098.1	carbapenem/cephalosporin/penam	OXA-807	WP_136512098.1	carbapenem	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase
788	OXA-808	OXA-808	WP_136512099.1	carbapenem/cephalosporin/penam	OXA-808	WP_136512099.1	carbapenem	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase
789	OXA-809	OXA-809	WP_136512100.1	carbapenem/cephalosporin/penam	OXA-809	WP_136512100.1	carbapenem	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase
790	OXA-810	OXA-810	WP_136512101.1	carbapenem/cephalosporin/penam	OXA-810	WP_136512101.1	carbapenem	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase
791	OXA-811	OXA-811	WP_136512102.1	carbapenem/cephalosporin/penam	OXA-811	WP_136512102.1	carbapenem	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase
792	OXA-813	OXA-813	WP_005404206.1	carbapenem/cephalosporin/penam	OXA-813	WP_005404206.1	carbapenem	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase
793	OXA-814	OXA-814	WP_005405613.1	carbapenem/cephalosporin/penam	OXA-814	WP_005405613.1	carbapenem	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase
794	OXA-815	OXA-815	WP_111280830.1	carbapenem/cephalosporin/penam	OXA-815	WP_111280830.1	carbapenem	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase
795	OXA-816	OXA-816	WP_026444036.1	carbapenem/cephalosporin/penam	OXA-816	WP_026444036.1	carbapenem	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase
796	OXA-817	OXA-817	WP_075040046.1	carbapenem/cephalosporin/penam	OXA-817	WP_075040046.1	carbapenem	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase
797	OXA-819	OXA-819	WP_032053762.1	carbapenem/cephalosporin/penam	OXA-819	WP_032053762.1	beta-lactam	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
798	OXA-820	OXA-820	WP_032057042.1	carbapenem/cephalosporin/penam	OXA-820	WP_032057042.1	beta-lactam	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
799	OXA-821	OXA-821	WP_057061999.1	carbapenem/cephalosporin/penam	OXA-821	WP_057061999.1	beta-lactam	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
800	OXA-822	OXA-822	WP_133973918.1	carbapenem/cephalosporin/penam	OXA-822	WP_133973918.1	beta-lactam	OXA-213 family carbapenem-hydrolyzing class D beta-lactamase
