Protein identifier	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
gb|ABV31690.1|ARO:3001641|OXA-110	blaOXA-110	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-110	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_063860940.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-110	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ABV31691.1|ARO:3001642|OXA-111	blaOXA-111	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-111	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_049068184.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-111	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ABV31692.1|ARO:3001643|OXA-112	blaOXA-112	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-112	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_063860941.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-112	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ABV71246.1|ARO:3001633|OXA-79	blaOXA-79	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-79	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_063864535.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-79	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ABV71247.1|ARO:3001634|OXA-80	blaOXA-80	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-80	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_063864536.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-80	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ABV71248.1|ARO:3001635|OXA-82	blaOXA-82	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-82	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_001021793.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-82	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ABW70410.1|ARO:3001644|OXA-113	blaOXA-113	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-113	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_001021786.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-113	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ABW76134.1|ARO:3001765|OXA-136	blaOXA-136	OXA-63 family oxacillin-hydrolyzing class D beta-lactamase OXA-136	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	269	269	100.00	100.00	269	WP_013244277.1	OXA-63 family oxacillin-hydrolyzing class D beta-lactamase OXA-136	NF000429.2	OXA-63 family oxacillin-hydrolyzing class D beta-lactamase
gb|ABW76138.1|ARO:3001767|OXA-137	blaOXA-137	OXA-63 family oxacillin-hydrolyzing class D beta-lactamase OXA-137	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	269	269	100.00	100.00	269	WP_014932145.1	OXA-63 family oxacillin-hydrolyzing class D beta-lactamase OXA-137	NF000429.2	OXA-63 family oxacillin-hydrolyzing class D beta-lactamase
gb|ABW95047.1|ARO:3001441|OXA-116	blaOXA	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTP	262	274	95.62	100.00	262	WP_122630900.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-698	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ABX38721.1|ARO:3001609|OXA-114a	blaOXA-114a	class D beta-lactamase OXA-114a	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	275	275	100.00	100.00	275	WP_054505840.1	class D beta-lactamase OXA-114a	NF033818.0	OXA-114 family class D beta-lactamase
gb|ABX45061.1|ARO:3001444|OXA-122	blaOXA-122	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-122	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_063861030.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-122	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ABX45062.1|ARO:3001445|OXA-123	blaOXA-123	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-123	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_063861031.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-123	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ABX45063.1|ARO:3001446|OXA-124	blaOXA-124	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-124	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_063861032.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-124	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ABX45064.1|ARO:3001447|OXA-125	blaOXA-125	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-125	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_063861033.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-125	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ABX45065.1|ARO:3001448|OXA-126	blaOXA-126	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-126	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_002047441.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-126	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ABX45066.1|ARO:3001449|OXA-127	blaOXA-127	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-127	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_063861034.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-127	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ABY77907.1|ARO:3001648|OXA-128	blaOXA-128	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-128	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_005120067.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-128	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ABY79006.1|ARO:3001803|OXA-142	blaOXA-142	OXA-10 family extended-spectrum class D beta-lactamase OXA-142	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	266	266	100.00	100.00	266	WP_063861041.1	OXA-10 family extended-spectrum class D beta-lactamase OXA-142	NF000386.2	OXA-10 family class D beta-lactamase
gb|ACC55538.1|ARO:3001415|OXA-20	blaOXA-20	oxacillin-hydrolyzing class D beta-lactamase OXA-20	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	266	266	100.00	100.00	266	WP_000586782.1	oxacillin-hydrolyzing class D beta-lactamase OXA-20	NF012161.0	class D beta-lactamase
gb|ACC58995.1|ARO:3001611|OXA-58	blaOXA-58	carbapenem-hydrolyzing class D beta-lactamase OXA-58	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	280	280	100.00	100.00	280	WP_002002480.1	carbapenem-hydrolyzing class D beta-lactamase OXA-58	NF000500.2	OXA-58 family carbapenem-hydrolyzing class D beta-lactamase
gb|ACD45467.1|ARO:3001655|OXA-138	blaOXA-138	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-138	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_063861039.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-138	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ACD84988.1|ARO:3001651|OXA-130	blaOXA-130	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-130	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_063861036.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-130	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ACD84989.1|ARO:3001652|OXA-131	blaOXA-131	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-131	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_063861037.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-131	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ACD84990.1|ARO:3001653|OXA-132	blaOXA-132	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-132	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_032030965.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-132	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ACE63186.1|ARO:3001702|OXA-133	blaOXA-133	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-133	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	273	273	100.00	100.00	273	WP_063861038.1	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-133	NF000266.2	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase
gb|ACI28281.1|ARO:3001779|OXA-146	blaOXA-146	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-146	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_063861044.1	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-146	NF000266.2	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase
gb|ACM67635.1|ARO:3001800|OXA-226	blaOXA-226	OXA-2 family extended-spectrum class D beta-lactamase OXA-226	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	275	275	100.00	100.00	275	WP_063861826.1	OXA-2 family extended-spectrum class D beta-lactamase OXA-226	NF000267.2	OXA-2 family class D beta-lactamase
gb|ACN85419.1|ARO:3001804|OXA-145	blaOXA-145	OXA-10 family extended-spectrum class D beta-lactamase OXA-145	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	265	265	100.00	100.00	265	WP_063861043.1	OXA-10 family extended-spectrum class D beta-lactamase OXA-145	NF000386.2	OXA-10 family class D beta-lactamase
gb|ACO72579.1|ARO:3001801|OXA-147	blaOXA-147	OXA-10 family extended-spectrum class D beta-lactamase OXA-147	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	266	266	100.00	100.00	266	WP_063861045.1	OXA-10 family extended-spectrum class D beta-lactamase OXA-147	NF000386.2	OXA-10 family class D beta-lactamase
gb|ACT09125.1|ARO:3001799|OXA-161	blaOXA-161	OXA-2 family extended-spectrum class D beta-lactamase OXA-161	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	275	275	100.00	100.00	275	WP_063861101.1	OXA-2 family extended-spectrum class D beta-lactamase OXA-161	NF000267.2	OXA-2 family class D beta-lactamase
gb|ACV49885.1|ARO:3001442|OXA-117	blaOXA-117	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-117	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_002057397.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-117	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ACX31140.1|ARO:3001453|OXA-148	blaOXA-148	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-148	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_063861046.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-148	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ACX31141.1|ARO:3001454|OXA-149	blaOXA-149	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-149	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_063861047.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-149	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ACX31142.1|ARO:3001455|OXA-150	blaOXA-150	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-150	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_063861049.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-150	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ACX70402.1|ARO:3001654|OXA-143	blaOXA-143	carbapenem-hydrolyzing class D beta-lactamase OXA-143	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	275	275	100.00	100.00	275	WP_063861042.1	carbapenem-hydrolyzing class D beta-lactamase OXA-143	NF000464.2	OXA-143 family carbapenem-hydrolyzing class D beta-lactamase
gb|ACY56711.1|ARO:3002480|OXA-144	blaOXA-144	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-144	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_049581961.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-144	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ADB28891.1|ARO:3001663|OXA-160	blaOXA-160	OXA-24 family carbapenem-hydrolyzing class D beta-lactamase OXA-160	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	275	275	100.00	100.00	275	WP_063861093.1	OXA-24 family carbapenem-hydrolyzing class D beta-lactamase OXA-160	NF000434.2	OXA-24 family carbapenem-hydrolyzing class D beta-lactamase
gb|ADB28892.1|ARO:3001705|OXA-72	blaOXA-72	OXA-24 family carbapenem-hydrolyzing class D beta-lactamase OXA-72	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	275	275	100.00	100.00	275	WP_000713530.1	OXA-24 family carbapenem-hydrolyzing class D beta-lactamase OXA-72	NF000434.2	OXA-24 family carbapenem-hydrolyzing class D beta-lactamase
gb|ADG27454.1|ARO:3001776|OXA-162	blaOXA-162	OXA-48 family carbapenem-hydrolyzing class D beta-lactamase OXA-162	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	265	265	100.00	100.00	265	WP_060613455.1	OXA-48 family carbapenem-hydrolyzing class D beta-lactamase OXA-162	NF000387.2	OXA-48 family class D beta-lactamase
gb|ADI58616.1|ARO:3001656|OXA-172	blaOXA-172	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-172	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_039099030.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-172	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ADI58617.1|ARO:3001657|OXA-173	blaOXA-173	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-173	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_063861179.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-173	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ADI58618.1|ARO:3001658|OXA-174	blaOXA-174	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-174	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_063861185.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-174	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ADI58619.1|ARO:3001659|OXA-175	blaOXA-175	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-175	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_063861191.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-175	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ADI58620.1|ARO:3001660|OXA-176	blaOXA-176	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-176	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_063861208.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-176	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ADI58621.1|ARO:3001661|OXA-177	blaOXA-177	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-177	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_063861213.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-177	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ADI58622.1|ARO:3001472|OXA-178	blaOXA-178	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-178	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_063861221.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-178	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ADK34116.1|ARO:3001662|OXA-164	blaOXA-164	OXA-58 family carbapenem-hydrolyzing class D beta-lactamase OXA-164	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	280	280	100.00	100.00	280	WP_063861121.1	OXA-58 family carbapenem-hydrolyzing class D beta-lactamase OXA-164	NF000500.2	OXA-58 family carbapenem-hydrolyzing class D beta-lactamase
gb|ADK35869.1|ARO:3001465|OXA-165	blaOXA-165	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-165	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	273	273	100.00	100.00	273	WP_063861123.1	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-165	NF000266.2	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase
gb|ADK35870.1|ARO:3001466|OXA-166	blaOXA-166	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-166	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	273	273	100.00	100.00	273	WP_063861129.1	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-166	NF000266.2	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase
gb|ADK35871.1|ARO:3001467|OXA-167	blaOXA-167	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-167	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	273	273	100.00	100.00	273	WP_063861133.1	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-167	NF000266.2	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase
gb|ADK35872.1|ARO:3001468|OXA-168	blaOXA-168	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-168	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	273	273	100.00	100.00	273	WP_063861136.1	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-168	NF000266.2	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase
gb|ADK35873.1|ARO:3001469|OXA-169	blaOXA-169	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-169	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	273	273	100.00	100.00	273	WP_063861140.1	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-169	NF000266.2	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase
gb|ADK35874.1|ARO:3001470|OXA-170	blaOXA-170	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-170	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	273	273	100.00	100.00	273	WP_063861151.1	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-170	NF000266.2	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase
gb|ADK35875.1|ARO:3001471|OXA-171	blaOXA-171	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-171	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	273	273	100.00	100.00	273	WP_063861157.1	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-171	NF000266.2	OXA-23 family carbapenem-hydrolyzing class D beta-lactamase
gb|ADK92148.1|ARO:3001709|OXA-182	blaOXA-182	OXA-143 family carbapenem-hydrolyzing class D beta-lactamase OXA-182	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	275	275	100.00	100.00	275	WP_063861266.1	OXA-143 family carbapenem-hydrolyzing class D beta-lactamase OXA-182	NF000464.2	OXA-143 family carbapenem-hydrolyzing class D beta-lactamase
gb|ADM26744.1|ARO:3001473|OXA-179	blaOXA-179	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-179	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_063861229.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-179	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ADM26745.1|ARO:3001474|OXA-180	blaOXA-180	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-180	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_001021783.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-180	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ADM47435.1|ARO:3001695|OXA-134	blaOXA-134	carbapenem-hydrolyzing class D beta-lactamase OXA-134	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	273	273	100.00	100.00	273	WP_005104969.1	carbapenem-hydrolyzing class D beta-lactamase OXA-134	NF000436.2	OXA-134 family carbapenem-hydrolyzing class D beta-lactamase
gb|ADT70779.1|ARO:3001805|OXA-198	blaOXA	carbapenem-hydrolyzing class D beta-lactamase OXA-198	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	EXACTP	262	258	100.00	100.00	258	WP_094865115.1	carbapenem-hydrolyzing class D beta-lactamase OXA-198	NF040806.1	OXA-198 family carbapenem-hydrolyzing class D beta-lactamase
gb|ADV41666.1|ARO:3001475|OXA-183	blaOXA-183	OXA-10 family class D beta-lactamase OXA-183	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	266	266	100.00	100.00	266	WP_063861272.1	OXA-10 family class D beta-lactamase OXA-183	NF000386.2	OXA-10 family class D beta-lactamase
gb|ADX07745.1|ARO:3001665|OXA-200	blaOXA-200	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-200	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_063861547.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-200	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ADX07746.1|ARO:3001666|OXA-201	blaOXA-201	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-201	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_063861553.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-201	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ADX07747.1|ARO:3001667|OXA-202	blaOXA-202	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-202	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_063861560.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-202	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ADX07748.1|ARO:3001664|OXA-203	blaOXA-203	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-203	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	274	274	100.00	100.00	274	WP_063861567.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-203	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ADY06444.1|ARO:3001783|OXA-163	blaOXA-163	OXA-48 family extended-spectrum class D beta-lactamase OXA-163	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	261	261	100.00	100.00	261	WP_063131934.1	OXA-48 family extended-spectrum class D beta-lactamase OXA-163	NF000387.2	OXA-48 family class D beta-lactamase
gb|ADZ54048.1|ARO:3001766|OXA-192	blaOXA-192	OXA-63 family oxacillin-hydrolyzing class D beta-lactamase OXA-192	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	269	269	100.00	100.00	269	WP_063861316.1	OXA-63 family oxacillin-hydrolyzing class D beta-lactamase OXA-192	NF000429.2	OXA-63 family oxacillin-hydrolyzing class D beta-lactamase
