ID,Combined_AMR,RGI,AMRFinder,ncbi,subfamily,family,family__color,ncbi_family,card_family,Combined_drug_class,ncbi_drug_class,RGI_drug_class,AMRFinder_drug_class
WP_240067732.1,OXA-1053,,,blaOXA-1053,Beta-lactamase (unknown spectrum),OXA-10 family class D beta-lactamase OXA-1053,#000099,OXA-10 family class D beta-lactamase,#N/A,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),,
WP_242934105.1,OXA-1086,,,blaOXA-1086,Beta-lactamase (unknown spectrum),OXA-10 family class D beta-lactamase OXA-1086,#000099,OXA-10 family class D beta-lactamase,#N/A,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),,
WP_256875608.1,OXA-1087,,,blaOXA-1087,Beta-lactamase (unknown spectrum),OXA-10 family class D beta-lactamase OXA-1087,#000099,OXA-10 family class D beta-lactamase,#N/A,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),,
WP_256875610.1,OXA-1120,,,blaOXA-1120,Beta-lactamase (unknown spectrum),OXA-10 family class D beta-lactamase OXA-1120,#000099,OXA-10 family class D beta-lactamase,#N/A,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),,
WP_065159014.1,OXA-520,OXA-520,OXA-520,blaOXA-520,Beta-lactamase (unknown spectrum),OXA-10 family class D beta-lactamase OXA-520,#000099,OXA-10 family class D beta-lactamase,OXA-10 family class D beta-lactamase,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),carbapenem/cephalosporin/penam,beta-lactam
WP_122630842.1,OXA-655,OXA-655,OXA-655,blaOXA-655,Carbapenemase,OXA-10 family class D beta-lactamase OXA-655,#000099,OXA-10 family class D beta-lactamase,OXA-10 family class D beta-lactamase,Carbapenemase,Carbapenemase,carbapenem/cephalosporin/penam,beta-lactam
WP_122630843.1,OXA-656,OXA-656,OXA-656,blaOXA-656,Beta-lactamase (unknown spectrum),OXA-10 family class D beta-lactamase OXA-656,#000099,OXA-10 family class D beta-lactamase,OXA-10 family class D beta-lactamase,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),carbapenem/cephalosporin/penam,beta-lactam
WP_122630859.1,OXA-677,OXA-677,OXA-677,blaOXA-677,Beta-lactamase (unknown spectrum),OXA-10 family class D beta-lactamase OXA-677,#000099,OXA-10 family class D beta-lactamase,OXA-10 family class D beta-lactamase,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),carbapenem/cephalosporin/penam,beta-lactam
WP_136512086.1,OXA-794,OXA-794,OXA-794,blaOXA-794,Beta-lactamase (unknown spectrum),OXA-10 family class D beta-lactamase OXA-794,#000099,OXA-10 family class D beta-lactamase,OXA-10 family class D beta-lactamase,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),carbapenem/cephalosporin/penam,beta-lactam
WP_136512087.1,OXA-795,OXA-795,OXA-795,blaOXA-795,Beta-lactamase (unknown spectrum),OXA-10 family class D beta-lactamase OXA-795,#000099,OXA-10 family class D beta-lactamase,OXA-10 family class D beta-lactamase,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),carbapenem/cephalosporin/penam,beta-lactam
WP_136512103.1,OXA-823,OXA-823,OXA-823,blaOXA-823,Beta-lactamase (unknown spectrum),OXA-10 family class D beta-lactamase OXA-823,#000099,OXA-10 family class D beta-lactamase,OXA-10 family class D beta-lactamase,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),carbapenem/cephalosporin/penam,beta-lactam
WP_136512104.1,OXA-824,OXA-824,OXA-824,blaOXA-824,Beta-lactamase (unknown spectrum),OXA-10 family class D beta-lactamase OXA-824,#000099,OXA-10 family class D beta-lactamase,OXA-10 family class D beta-lactamase,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),carbapenem/cephalosporin/penam,beta-lactam
WP_140423320.1,OXA-827,OXA-827,OXA-827,blaOXA-827,Beta-lactamase (unknown spectrum),OXA-10 family class D beta-lactamase OXA-827,#000099,OXA-10 family class D beta-lactamase,OXA-10 family class D beta-lactamase,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),carbapenem/cephalosporin/penam,beta-lactam
WP_148044423.1,OXA-836,OXA-836,OXA-836,blaOXA-836,Beta-lactamase (unknown spectrum),OXA-10 family class D beta-lactamase OXA-836,#000099,OXA-10 family class D beta-lactamase,OXA-10 family class D beta-lactamase,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),carbapenem/cephalosporin/penam,beta-lactam
WP_188331877.1,OXA-928,OXA-928,OXA-928,blaOXA-928,Beta-lactamase (unknown spectrum),OXA-10 family class D beta-lactamase OXA-928,#000099,OXA-10 family class D beta-lactamase,OXA-10 family class D beta-lactamase,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),carbapenem/cephalosporin/penam,beta-lactam
WP_121331722.1,OXA-932,OXA-932,OXA-932,blaOXA-932,Beta-lactamase (unknown spectrum),OXA-10 family class D beta-lactamase OXA-932,#000099,OXA-10 family class D beta-lactamase,OXA-10 family class D beta-lactamase,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),carbapenem/cephalosporin/penam,beta-lactam
CAA80304.1,OXA-11,OXA-11,,,,OXA-10 family extended-spectrum class D beta-lactamase,#000099,,OXA-10 family extended-spectrum class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AHX74209.1,OXA-14,OXA-14,,,,OXA-10 family extended-spectrum class D beta-lactamase,#000099,,OXA-10 family extended-spectrum class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ABY79006.1,OXA-142,OXA-142,,,,OXA-10 family extended-spectrum class D beta-lactamase,#000099,,OXA-10 family extended-spectrum class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ACN85419.1,OXA-145,OXA-145,,,,OXA-10 family extended-spectrum class D beta-lactamase,#000099,,OXA-10 family extended-spectrum class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ACO72579.1,OXA-147,OXA-147,,,,OXA-10 family extended-spectrum class D beta-lactamase,#000099,,OXA-10 family extended-spectrum class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AAB97924.1,OXA-16,OXA-16,,,,OXA-10 family extended-spectrum class D beta-lactamase,#000099,,OXA-10 family extended-spectrum class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ABI63579.1,OXA-17,OXA-17,,,,OXA-10 family extended-spectrum class D beta-lactamase,#000099,,OXA-10 family extended-spectrum class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AAD02245.1,OXA-19,OXA-19,,,,OXA-10 family extended-spectrum class D beta-lactamase,#000099,,OXA-10 family extended-spectrum class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AAF72942.1,OXA-28,OXA-28,,,,OXA-10 family extended-spectrum class D beta-lactamase,#000099,,OXA-10 family extended-spectrum class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AAK49460.1,OXA-35,OXA-35,,,,OXA-10 family extended-spectrum class D beta-lactamase,#000099,,OXA-10 family extended-spectrum class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
WP_122630858.1,OXA-676,OXA-676,OXA-676,blaOXA-676,Beta-lactamase (unknown spectrum),OXA-10 family extended-spectrum class D beta-lactamase OXA-676,#000099,OXA-10 family extended-spectrum class D beta-lactamase,OXA-10 family extended-spectrum class D beta-lactamase,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),carbapenem/cephalosporin/penam,cephalosporin
WP_122630855.1,OXA-736,OXA-736,OXA-736,blaOXA-736,Beta-lactamase (unknown spectrum),OXA-10 family extended-spectrum class D beta-lactamase OXA-736,#000099,OXA-10 family extended-spectrum class D beta-lactamase,OXA-10 family extended-spectrum class D beta-lactamase,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),carbapenem/cephalosporin/penam,cephalosporin
WP_141989064.1,OXA-935,OXA-935,OXA-935,blaOXA-935,Beta-lactamase (unknown spectrum),OXA-10 family extended-spectrum class D beta-lactamase OXA-935,#000099,OXA-10 family extended-spectrum class D beta-lactamase,OXA-10 family extended-spectrum class D beta-lactamase,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),carbapenem/cephalosporin/penam,cephalosporin
AAC46344.1,OXA-13,OXA-13,,,,OXA-10 family oxacillin-hydrolyzing class D beta-lactamase,#000099,,OXA-10 family oxacillin-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AAR32651.1,OXA-56,OXA-56,,,,OXA-10 family oxacillin-hydrolyzing class D beta-lactamase,#000099,,OXA-10 family oxacillin-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
CAA53242.1,OXA-7,OXA-7,,,,OXA-10 family oxacillin-hydrolyzing class D beta-lactamase,#000099,,OXA-10 family oxacillin-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
WP_213994595.1,OXA-790,,,blaOXA-790,Beta-lactamase (unknown spectrum),OXA-114 family class D beta-lactamase OXA-790,#ff6666,OXA-114 family class D beta-lactamase,#N/A,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),,
WP_213994596.1,OXA-791,,,blaOXA-791,Beta-lactamase (unknown spectrum),OXA-114 family class D beta-lactamase OXA-791,#ff6666,OXA-114 family class D beta-lactamase,#N/A,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),,
WP_150823471.1,OXA-839,OXA-839,OXA-839,blaOXA-839,Beta-lactamase (unknown spectrum),OXA-114 family class D beta-lactamase OXA-839,#ff6666,OXA-114 family class D beta-lactamase,OXA-114 family class D beta-lactamase,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),carbapenem/cephalosporin/penam,beta-lactam
CAB76928.1,OXA-724,OXA-724,,,,OXA-12 family class D beta-lactamase,#ffdb4d,,OXA-12 family class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
WP_101150415.1,OXA-726,OXA-726,OXA-726,blaOXA-726,Beta-lactamase (unknown spectrum),OXA-12 family class D beta-lactamase OXA-726,#ffdb4d,OXA-12 family class D beta-lactamase,OXA-12 family class D beta-lactamase,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),carbapenem/cephalosporin/penam,beta-lactam
WP_040068451.1,OXA-912,OXA-912,OXA-912,blaOXA-912,Beta-lactamase (unknown spectrum),OXA-12 family class D beta-lactamase OXA-912,#ffdb4d,OXA-12 family class D beta-lactamase,OXA-12 family class D beta-lactamase,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),carbapenem/cephalosporin/penam,beta-lactam
WP_213994597.1,OXA-951,,,blaOXA-951,Beta-lactamase (unknown spectrum),OXA-12 family class D beta-lactamase OXA-951,#ffdb4d,OXA-12 family class D beta-lactamase,#N/A,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),,
WP_058052637.1,OXA-958,,,blaOXA-958,Beta-lactamase (unknown spectrum),OXA-12 family class D beta-lactamase OXA-958,#ffdb4d,OXA-12 family class D beta-lactamase,#N/A,Beta-lactamase (unknown spectrum),Beta-lactamase (unknown spectrum),,
AFH36330.1,OXA-235,OXA-235,,,,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase,#ff80df,,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AFH36332.1,OXA-236,OXA-236,,,,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase,#ff80df,,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AFH36331.1,OXA-237,OXA-237,,,,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase,#ff80df,,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ENV13583.1,OXA-276,OXA-276,,,,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase,#ff80df,,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ENV45890.1,OXA-277,OXA-277,,,,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase,#ff80df,,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AGI65307.1,OXA-278,OXA-278,,,,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase,#ff80df,,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
EKE23052.1,OXA-282,OXA-282,,,,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase,#ff80df,,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ENU15301.1,OXA-283,OXA-283,,,,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase,#ff80df,,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ENX16434.1,OXA-284,OXA-284,,,,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase,#ff80df,,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
ENX26326.1,OXA-285,OXA-285,,,,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase,#ff80df,,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AGW16417.1,OXA-335,OXA-335,,,,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase,#ff80df,,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AGZ83156.1,OXA-360,OXA-360,,,,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase,#ff80df,,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AHA11124.1,OXA-361,OXA-361,,,,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase,#ff80df,,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AHA11125.1,OXA-362,OXA-362,,,,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase,#ff80df,,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AHA11126.1,OXA-363,OXA-363,,,,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase,#ff80df,,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
WP_163170629.1,OXA-1005,,,blaOXA-1005,Carbapenemase,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-1005,#ff80df,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase,Carbapenemase,,
WP_064483990.1,OXA-496,OXA-496,OXA-496,blaOXA-496,Carbapenemase,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-496,#ff80df,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase,Carbapenemase,carbapenem/cephalosporin/penam,carbapenem
WP_070064536.1,OXA-537,OXA-537,OXA-537,blaOXA-537,Carbapenemase,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-537,#ff80df,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase,Carbapenemase,carbapenem/cephalosporin/penam,carbapenem
WP_039902635.1,OXA-646,OXA-646,OXA-646,blaOXA-646,Carbapenemase,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-646,#ff80df,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase,Carbapenemase,carbapenem/cephalosporin/penam,carbapenem
WP_140423315.1,OXA-647,OXA-647,OXA-647,blaOXA-647,Carbapenemase,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-647,#ff80df,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase,Carbapenemase,carbapenem/cephalosporin/penam,carbapenem
WP_140423316.1,OXA-648,OXA-648,OXA-648,blaOXA-648,Carbapenemase,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-648,#ff80df,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase,Carbapenemase,carbapenem/cephalosporin/penam,carbapenem
WP_168370988.1,OXA-915,OXA-915,OXA-915,blaOXA-915,Carbapenemase,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-915,#ff80df,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase,Carbapenemase,carbapenem/cephalosporin/penam,carbapenem
WP_231869616.1,OXA-991,,,blaOXA-991,Carbapenemase,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-991,#ff80df,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase,Carbapenemase,,
ADK92148.1,OXA-182,OXA-182,,,,OXA-143 family carbapenem-hydrolyzing class D beta-lactamase,#85e085,,OXA-143 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AFG29918.1,OXA-231,OXA-231,,,,OXA-143 family carbapenem-hydrolyzing class D beta-lactamase,#85e085,,OXA-143 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AGK07368.1,OXA-253,OXA-253,,,,OXA-143 family carbapenem-hydrolyzing class D beta-lactamase,#85e085,,OXA-143 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AGK07369.1,OXA-255,OXA-255,,,,OXA-143 family carbapenem-hydrolyzing class D beta-lactamase,#85e085,,OXA-143 family carbapenem-hydrolyzing class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
WP_256875621.1,OXA-1139,,,blaOXA-1139,Carbapenemase,OXA-143 family carbapenem-hydrolyzing class D beta-lactamase OXA-1139,#85e085,OXA-143 family carbapenem-hydrolyzing class D beta-lactamase,#N/A,Carbapenemase,Carbapenemase,,
WP_063864112.1,OXA-499,OXA-499,OXA-499,blaOXA-499,Carbapenemase,OXA-143 family carbapenem-hydrolyzing class D beta-lactamase OXA-499,#85e085,OXA-143 family carbapenem-hydrolyzing class D beta-lactamase,OXA-143 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase,Carbapenemase,carbapenem/cephalosporin/penam,carbapenem
WP_109545071.1,OXA-649,OXA-649,OXA-649,blaOXA-649,Carbapenemase,OXA-143 family carbapenem-hydrolyzing class D beta-lactamase OXA-649,#85e085,OXA-143 family carbapenem-hydrolyzing class D beta-lactamase,OXA-143 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase,Carbapenemase,carbapenem/cephalosporin/penam,carbapenem
WP_140423318.1,OXA-825,OXA-825,OXA-825,blaOXA-825,Carbapenemase,OXA-143 family carbapenem-hydrolyzing class D beta-lactamase OXA-825,#85e085,OXA-143 family carbapenem-hydrolyzing class D beta-lactamase,OXA-143 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase,Carbapenemase,carbapenem/cephalosporin/penam,beta-lactam
WP_204376235.1,OXA-945,OXA-945,OXA-945,blaOXA-945,Carbapenemase,OXA-143 family carbapenem-hydrolyzing class D beta-lactamase OXA-945,#85e085,OXA-143 family carbapenem-hydrolyzing class D beta-lactamase,OXA-143 family carbapenem-hydrolyzing class D beta-lactamase,Carbapenemase,Carbapenemase,carbapenem/cephalosporin/penam,beta-lactam
AFO09968.1,OXA-184,OXA-184,,,,OXA-184 family class D beta-lactamase,#cc6600,,OXA-184 family class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AFO09969.1,OXA-185,OXA-185,,,,OXA-184 family class D beta-lactamase,#cc6600,,OXA-184 family class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AKI29907.1,OXA-446,OXA-446,,,,OXA-184 family class D beta-lactamase,#cc6600,,OXA-184 family class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
AKI29908.1,OXA-447,OXA-447,,,,OXA-184 family class D beta-lactamase,#cc6600,,OXA-184 family class D beta-lactamase,carbapenem/cephalosporin/penam,,carbapenem/cephalosporin/penam,
